xcor,ycor,velocidad,timecreac,tramosid,tonelaje,
20145003,839914096,17.4,43469.01336,4260,244.3,
20145261,839913138,18.14,43469.01338,4260,244.3,
20145357,839912030,19.63,43469.0134,4260,244.3,
20145289,839910847,21.85,43469.01343,4260,244.3,
20145222,839909537,22.77,43469.01345,4260,244.3,
20144991,839908203,24.81,43469.01347,4260,244.3,
20144357,839906210,25.74,43469.0135,4260,244.3,
20143797,839904905,25.37,43469.01352,4260,244.3,
20142988,839903681,26.29,43469.01354,4260,244.3,
20142095,839902656,25,43469.01356,4260,244.3,
20142095,839902656,25,43469.01359,4260,244.3,
20140300,839901346,25.55,43469.01361,4260,244.3,
20139646,839900947,25.92,43469.01363,2693,244.3,
20138339,839900118,26.66,43469.01366,2693,244.3,
20137031,839899342,26.48,43469.01368,2693,244.3,
20134823,839898122,30.18,43469.0137,2693,244.3,
20133187,839897268,32.59,43469.01373,2693,244.3,
20131552,839896393,29.26,43469.01375,2693,244.3,
20130079,839895626,29.81,43469.01377,2693,244.3,
20128525,839894815,31.48,43469.0138,2693,244.3,
20126971,839893962,30.55,43469.01382,2693,244.3,
20124847,839892648,29.07,43469.01384,2693,244.3,
20123542,839891639,29.44,43469.01387,2693,244.3,
20122404,839890475,30,43469.01389,38,244.3,
20121835,839889876,30.55,43469.01391,38,244.3,
20120212,839887924,30.37,43469.01394,38,244.3,
20120212,839887924,30.37,43469.01396,38,244.3,
20119241,839886497,31.11,43469.01398,38,244.3,
20118281,839884226,29.44,43469.014,38,244.3,
20117899,839881803,29.81,43469.01403,38,244.3,
20118082,839880221,30.18,43469.01405,38,244.3,
20118850,839877992,29.81,43469.01407,38,244.3,
20119527,839876448,31.48,43469.0141,38,244.3,
20119527,839876448,31.48,43469.01412,38,244.3,
20120451,839874949,32.41,43469.01414,387,244.3,
20121959,839872750,31.85,43469.01417,387,244.3,
20123712,839870796,30.92,43469.01419,387,244.3,
20124960,839869650,31.11,43469.01421,387,244.3,
20124960,839869650,31.11,43469.01424,387,244.3,
20126957,839867878,32.22,43469.01426,387,244.3,
20128372,839866618,33.89,43469.01428,387,244.3,
20129787,839865283,34.44,43469.01431,387,244.3,
20129787,839865283,34.44,43469.01433,387,244.3,
20133951,839861374,34.63,43469.01435,387,244.3,
20133951,839861374,34.63,43469.01437,387,244.3,
20135950,839859412,33.52,43469.0144,387,244.3,
20137283,839858119,32.59,43469.01442,235,244.3,
20138615,839856858,32.03,43469.01444,235,244.3,
20138615,839856858,32.03,43469.01447,235,244.3,
20139783,839855573,30.92,43469.01449,235,244.3,
20140786,839854318,26.48,43469.01451,235,244.3,
20141474,839851876,22.77,43469.01454,235,244.3,
20141406,839850693,19.44,43469.01456,235,244.3,
20141337,839849625,19.63,43469.01458,235,244.3,
20141337,839849625,19.63,43469.01461,235,244.3,
20141185,839848504,22.03,43469.01463,235,244.3,
20140962,839846569,22.59,43469.01465,235,244.3,
20140812,839845353,21.66,43469.01468,582,244.3,
20140812,839845353,21.66,43469.0147,582,244.3,
20140662,839844157,22.77,43469.01472,582,244.3,
20140430,839842898,22.59,43469.01475,582,244.3,
20140041,839841014,22.03,43469.01477,582,244.3,
20139743,839838476,22.4,43469.01479,582,244.3,
20139586,839837808,22.59,43469.01481,582,244.3,
20139280,839835883,22.4,43469.01484,582,244.3,
20138966,839834665,22.59,43469.01486,582,244.3,
20138966,839834665,22.59,43469.01488,582,244.3,
20138651,839833478,22.77,43469.01491,582,244.3,
20138254,839832259,22.77,43469.01493,582,244.3,
20137617,839830445,22.77,43469.01495,582,244.3,
20137055,839829309,22.59,43469.01498,582,244.3,
20137055,839829309,22.59,43469.015,582,244.3,
20135846,839827150,22.03,43469.01502,582,244.3,
20135606,839826620,22.4,43469.01505,582,244.3,
20134390,839825031,22.77,43469.01507,582,244.3,
20133496,839824081,23.52,43469.01509,582,244.3,
20132437,839823160,22.4,43469.01512,582,244.3,
20131053,839821865,21.66,43469.01514,582,244.3,
20130158,839820999,22.4,43469.01516,2004,244.3,
20129670,839820550,22.22,43469.01519,2004,244.3,
20128204,839819233,22.77,43469.01521,2004,244.3,
20127143,839818470,22.59,43469.01523,2004,244.3,
20125510,839817426,22.59,43469.01525,2004,244.3,
20124937,839817166,22.77,43469.01528,2004,244.3,
20124937,839817166,22.77,43469.0153,2004,244.3,
20123708,839816676,22.96,43469.01532,2004,244.3,
20121904,839816073,22.59,43469.01535,2004,244.3,
20120590,839815804,22.4,43469.01537,2004,244.3,
20119933,839815701,22.77,43469.01539,2004,244.3,
20117961,839815392,22.59,43469.01542,2004,244.3,
20117961,839815392,22.59,43469.01544,2004,244.3,
20116645,839815313,22.59,43469.01546,2004,244.3,
20114095,839815176,22.03,43469.01549,2004,244.3,
20112778,839815171,22.96,43469.01551,2004,244.3,
20110884,839815222,23.15,43469.01553,2004,244.3,
20109566,839815343,22.77,43469.01556,2004,244.3,
20108330,839815381,22.03,43469.01558,2004,244.3,
20107178,839815378,22.4,43469.0156,2004,244.3,
20107178,839815378,22.4,43469.01562,2004,244.3,
20105943,839815363,23.15,43469.01565,2004,244.3,
20104626,839815347,22.59,43469.01567,2003,244.3,
20101336,839815138,22.77,43469.01569,2003,244.3,
20101336,839815138,22.77,43469.01572,2003,244.3,
20100104,839814933,22.77,43469.01574,2003,244.3,
20098792,839814558,22.77,43469.01576,2003,244.3,
20098135,839814381,22.59,43469.01579,2003,244.3,
20096334,839813557,23.15,43469.01581,2003,244.3,
20095273,839812847,21.85,43469.01583,2003,244.3,
20094377,839812034,21.48,43469.01586,2003,244.3,
20093647,839811106,22.4,43469.01588,2003,244.3,
20093647,839811106,22.4,43469.0159,2003,244.3,
20092199,839808375,22.77,43469.01593,2003,244.3,
20091883,839807241,22.22,43469.01595,2003,244.3,
20091486,839806095,22.22,43469.01597,2003,244.3,
null,null,#¡VALOR!,43469.016,null,#¡VALOR!,
20091096,839804264,22.03,43469.01602,2003,244.3,
20090781,839803130,22.4,43469.01604,2003,244.3,
20090540,839802578,22.59,43469.01606,2003,244.3,
20090225,839801465,22.22,43469.01609,2003,244.3,
20089752,839799749,22.22,43469.01611,2003,244.3,
20089355,839798540,22.22,43469.01613,2003,244.3,
20089355,839798540,22.22,43469.01616,2003,244.3,
20088726,839796041,23.15,43469.01618,25,244.3,
20088248,839794799,22.03,43469.0162,25,244.3,
20088016,839793540,22.22,43469.01623,25,244.3,
20087866,839792324,22.22,43469.01625,25,244.3,
20087634,839791117,22.59,43469.01627,25,244.3,
20087244,839789306,22.22,43469.0163,25,244.3,
20087244,839789306,22.22,43469.01632,25,244.3,
20087012,839788110,22.22,43469.01634,25,244.3,
20086697,839786882,22.22,43469.01637,25,244.3,
20086300,839785715,22.59,43469.01639,25,244.3,
20085903,839784528,22.22,43469.01641,25,244.3,
20085505,839783361,22.22,43469.01644,25,244.3,
20085116,839781498,22.03,43469.01646,86,244.3,
20084802,839780280,22.03,43469.01648,86,244.3,
20084652,839779063,22.59,43469.0165,86,244.3,
20084419,839777899,22.4,43469.01653,86,244.3,
20084268,839776757,22.59,43469.01655,86,244.3,
20084268,839776757,22.59,43469.01657,86,244.3,
20084035,839775613,22.22,43469.0166,86,244.3,
20083803,839774396,22.4,43469.01662,86,244.3,
20083654,839773127,22.77,43469.01664,86,244.3,
20083346,839771349,22.4,43469.01667,86,244.3,
20083113,839770153,22.4,43469.01669,86,244.3,
20082403,839767621,22.96,43469.01671,86,244.3,
20082089,839766350,22.4,43469.01674,86,244.3,
20081692,839765183,22.59,43469.01676,86,244.3,
20081692,839765183,22.59,43469.01678,86,244.3,
20080327,839762337,22.96,43469.01681,86,244.3,
20080327,839762337,22.96,43469.01683,86,244.3,
20079433,839761365,23.33,43469.01685,86,244.3,
20078373,839760592,23.7,43469.01687,86,244.3,
20077800,839760268,23.15,43469.0169,86,244.3,
20076164,839759467,22.22,43469.01692,86,244.3,
20075017,839758978,21.85,43469.01694,86,244.3,
20073789,839758466,22.22,43469.01697,86,244.3,
20071987,839757748,22.77,43469.01699,86,244.3,
20071987,839757748,22.77,43469.01701,86,244.3,
20070675,839757288,22.4,43469.01704,86,244.3,
20068872,839756675,22.4,43469.01706,86,244.3,
20066902,839756176,22.59,43469.01708,23,244.3,
20066902,839756176,22.59,43469.01711,23,244.3,
20065671,839755855,22.96,43469.01713,23,244.3,
20064440,839755607,22.4,43469.01715,23,244.3,
20063208,839755329,22.4,43469.01718,23,244.3,
20061402,839754969,22.59,43469.0172,23,244.3,
20060170,839754732,22.77,43469.01722,23,244.3,
20058856,839754473,22.59,43469.01725,23,244.3,
20058199,839754328,22.77,43469.01727,23,244.3,
20056311,839753935,22.4,43469.01729,23,244.3,
20056311,839753935,22.4,43469.01731,23,244.3,
20052532,839753288,22.59,43469.01734,23,244.3,
20052532,839753288,22.59,43469.01736,23,244.3,
20052532,839753288,22.59,43469.01738,23,244.3,
20050642,839753011,22.59,43469.01741,23,244.3,
20049410,839752827,22.4,43469.01743,22,244.3,
20048096,839752547,22.03,43469.01745,22,244.3,
20046947,839752301,22.4,43469.01748,22,244.3,
20044485,839751712,22.22,43469.0175,22,244.3,
20044485,839751712,22.22,43469.01752,22,244.3,
20042024,839750995,22.59,43469.01755,22,244.3,
20042024,839750995,22.59,43469.01757,22,244.3,
20040222,839750203,22.77,43469.01759,22,244.3,
20039242,839749578,22.59,43469.01762,22,244.3,
20038180,839748900,22.96,43469.01764,22,244.3,
20037283,839748203,22.4,43469.01766,22,244.3,
20036146,839746996,21.85,43469.01769,22,244.3,
20036146,839746996,21.85,43469.01771,22,244.3,
20035011,839745567,22.59,43469.01773,21,244.3,
20034281,839744650,23.15,43469.01775,21,244.3,
20033064,839743188,22.22,43469.01778,21,244.3,
20032169,839742333,22.59,43469.0178,21,244.3,
20031273,839741509,23.15,43469.01782,21,244.3,
20031273,839741509,23.15,43469.01785,21,244.3,
20029889,839740309,22.59,43469.01787,21,244.3,
20028826,839739673,22.22,43469.01789,21,244.3,
20027189,839738946,23.15,43469.01792,21,244.3,
20027189,839738946,23.15,43469.01794,21,244.3,
20025136,839738530,27.03,43469.01796,21,244.3,
20023655,839738512,30.55,43469.01799,3022,244.3,
20021760,839738626,34.44,43469.01801,3022,244.3,
20019618,839738790,39.07,43469.01803,3022,244.3,
20019618,839738790,39.07,43469.01806,3022,244.3,
20015003,839739210,45.18,43469.01808,3022,244.3,
20012366,839739484,48.7,43469.0181,3022,244.3,
20009647,839739694,51.3,43469.01812,3022,244.3,
20009647,839739694,51.3,43469.01815,3022,244.3,
20002232,839740269,53.52,43469.01817,3022,244.3,
19997700,839740604,54.07,43469.01819,3022,244.3,
19997700,839740604,54.07,43469.01822,3022,244.3,
19993006,839740769,55,43469.01824,3022,244.3,
19989877,839740879,54.81,43469.01826,3022,244.3,
19985267,839740950,53.52,43469.01829,3022,244.3,
19985267,839740950,53.52,43469.01831,3022,244.3,
19982302,839741030,52.41,43469.01833,3022,244.3,
19979421,839741047,51.48,43469.01836,3022,244.3,
19973906,839741012,49.26,43469.01838,2968,244.3,
19973906,839741012,49.26,43469.0184,2968,244.3,
19971109,839740946,48.7,43469.01843,2968,244.3,
19968393,839740882,47.78,43469.01845,2968,244.3,
19964525,839740845,45.55,43469.01847,2968,244.3,
19962056,839740783,44.81,43469.0185,2968,244.3,
19960823,839740673,44.44,43469.01852,2968,244.3,
19960823,839740673,44.44,43469.01854,2968,244.3,
19958438,839740433,43.33,43469.01856,2968,244.3,
19954901,839740232,41.85,43469.01859,2968,244.3,
19952515,839740192,40.92,43469.01861,2968,244.3,
19950212,839740048,40.18,43469.01863,2968,244.3,
19947991,839739852,39.26,43469.01866,2968,244.3,
19944784,839739591,35.55,43469.01868,2968,244.3,
19942893,839739441,33.7,43469.0187,2968,244.3,
19941002,839739228,32.78,43469.01873,2967,244.3,
19939193,839739058,32.03,43469.01875,2967,244.3,
19937631,839738934,28.15,43469.01877,2967,244.3,
19936151,839738778,28.15,43469.0188,2967,244.3,
19933768,839738443,30,43469.01882,2967,244.3,
19932042,839738200,31.29,43469.01884,2967,244.3,
19930400,839737906,30,43469.01887,2967,244.3,
19930400,839737906,30,43469.01889,2967,244.3,
19929579,839737727,29.44,43469.01891,2967,244.3,
19927938,839737295,29.63,43469.01894,2967,244.3,
19923834,839736326,30.74,43469.01896,2967,244.3,
19922192,839735947,30,43469.01898,12,244.3,
19920634,839735432,30.55,43469.019,12,244.3,
19920634,839735432,30.55,43469.01903,12,244.3,
19918914,839734777,32.96,43469.01905,12,244.3,
19916462,839733332,35.18,43469.01907,12,244.3,
19915810,839732765,34.63,43469.0191,12,244.3,
19914510,839731376,35.18,43469.01912,12,244.3,
19913222,839729005,34.63,43469.01914,12,244.3,
19913222,839729005,34.63,43469.01917,12,244.3,
19912667,839727256,33.15,43469.01919,12,244.3,
19912358,839725594,32.03,43469.01921,12,244.3,
19912049,839723943,30.92,43469.01924,12,244.3,
19911346,839720862,31.11,43469.01926,4030,244.3,
19911346,839720862,31.11,43469.01928,4030,244.3,
19910405,839717006,29.07,43469.01931,4030,244.3,
19909929,839715533,28.7,43469.01933,4030,244.3,
19909929,839715533,28.7,43469.01935,4030,244.3,
19909372,839713974,28.89,43469.01937,4030,244.3,
19908733,839712413,29.44,43469.0194,4030,244.3,
19907773,839710110,27.4,43469.01942,4030,244.3,
19907214,839708699,24.07,43469.01944,4030,244.3,
19906735,839707500,21.66,43469.01947,4030,244.3,
19906337,839706386,17.77,43469.01949,4030,244.3,
19906019,839705442,15.74,43469.01951,4031,244.3,
19905699,839704689,11.66,43469.01954,4031,244.3,
19905460,839704010,12.77,43469.01956,4031,244.3,
19905144,839702961,14.26,43469.01958,4031,244.3,
19905144,839702961,14.26,43469.01961,4031,244.3,
19904823,839702270,13.33,43469.01963,4031,244.3,
19904504,839701411,2.96,43469.01965,4031,244.3,
19904425,839701178,6.29,43469.01968,4031,244.3,
19904425,839701178,6.29,43469.0197,4031,244.3,
19904345,839700987,7.4,43469.01972,4031,244.3,
19904186,839700509,10,43469.01975,4031,244.3,
19903864,839699904,12.4,43469.01977,4031,244.3,
19903544,839699171,14.81,43469.01979,4031,244.3,
19902664,839697017,18.7,43469.01981,4031,244.3,
19902266,839695977,20,43469.01984,4031,244.3,
19902266,839695977,20,43469.01986,4031,244.3,
19901625,839694480,21.29,43469.01988,4031,244.3,
19901302,839694011,21.66,43469.01991,4031,244.3,
19900489,839693188,21.66,43469.01993,4032,244.3,
19899509,839692511,22.96,43469.01995,4032,244.3,
19897544,839691685,26.66,43469.01998,4032,244.3,
19897544,839691685,26.66,43469.02,4032,244.3,
19895985,839691275,28.7,43469.02002,4032,244.3,
19894341,839691033,28.7,43469.02005,4032,244.3,
19892695,839691045,30,43469.02007,4032,244.3,
19888989,839691200,32.96,43469.02009,4032,244.3,
19888989,839691200,32.96,43469.02012,4032,244.3,
19884218,839690962,32.41,43469.02014,4032,244.3,
19884218,839690962,32.41,43469.02016,4032,244.3,
19883398,839690657,32.41,43469.02019,4033,244.3,
19881846,839689698,31.48,43469.02021,4033,244.3,
19880305,839687852,29.44,43469.02023,4033,244.3,
19879663,839686492,27.78,43469.02025,4033,244.3,
19879432,839685180,23.89,43469.02028,4033,244.3,
19879528,839684041,20.55,43469.0203,4033,244.3,
19879528,839684041,20.55,43469.02032,4033,244.3,
19879789,839682861,13.7,43469.02035,4033,244.3,
19879877,839682419,8.7,43469.02037,4033,244.3,
19879962,839682198,5.92,43469.02039,4033,244.3,
19880216,839681610,7.59,43469.02042,4033,244.3,
19880221,839681188,8.14,43469.02044,1047,244.3,
19880308,839680819,8.33,43469.02046,1047,244.3,
19880308,839680819,8.33,43469.02049,1047,244.3,
19880312,839680492,8.33,43469.02051,1047,244.3,
19880402,839679859,8.51,43469.02053,1047,244.3,
19880490,839679406,8.33,43469.02056,1047,244.3,
19880493,839679184,8.51,43469.02058,1047,244.3,
19880583,839678520,8.14,43469.0206,1047,244.3,
19880671,839678057,7.96,43469.02062,1047,244.3,
19880759,839677635,7.77,43469.02065,1047,244.3,
19880848,839677034,7.96,43469.02067,1047,244.3,
19880936,839676592,7.59,43469.02069,1047,244.3,
19880936,839676592,7.59,43469.02072,1047,244.3,
19881021,839676371,7.77,43469.02074,1047,244.3,
19881194,839675676,7.59,43469.02076,1047,244.3,
19881201,839675148,7.59,43469.02079,1047,244.3,
19881207,839674610,7.77,43469.02081,1047,244.3,
19881216,839673892,7.59,43469.02083,1047,244.3,
19881218,839673712,7.77,43469.02086,1047,244.3,
19881305,839673302,7.77,43469.02088,1047,244.3,
19881474,839672945,7.4,43469.0209,1047,244.3,
19881727,839672451,7.59,43469.02093,1047,244.3,
19881896,839672126,7.59,43469.02095,1048,244.3,
19882063,839671959,7.4,43469.02097,1048,244.3,
19882480,839671468,7.59,43469.021,1048,244.3,
19882731,839671133,7.59,43469.02102,1048,244.3,
19882982,839670809,7.77,43469.02104,1048,244.3,
19883399,839670339,7.59,43469.02106,1048,244.3,
19883399,839670339,7.59,43469.02109,1048,244.3,
19883733,839670026,7.59,43469.02111,1048,244.3,
19884064,839669829,7.4,43469.02113,1048,244.3,
19884230,839669757,7.4,43469.02116,1048,244.3,
19884810,839669384,7.59,43469.02118,1048,244.3,
19885144,839669061,7.77,43469.0212,1048,244.3,
19885476,839668833,7.96,43469.02123,1048,244.3,
19886056,839668491,8.14,43469.02125,1048,244.3,
19886470,839668254,8.33,43469.02127,1048,244.3,
19886803,839667973,8.51,43469.0213,1048,244.3,
19886970,839667806,8.7,43469.02132,1048,244.3,
19887553,839667232,8.51,43469.02134,1048,244.3,
19887887,839666845,8.51,43469.02137,1048,244.3,
19888222,839666406,8.33,43469.02139,1048,244.3,
19888637,839666105,8.51,43469.02141,1048,244.3,
19889137,839665625,8.33,43469.02144,1048,244.3,
19889470,839665291,8.7,43469.02146,1048,244.3,
19889470,839665291,8.7,43469.02148,1048,244.3,
19889721,839664967,8.51,43469.0215,1048,244.3,
19889887,839664800,8.88,43469.02153,1048,244.3,
19890307,839664161,8.51,43469.02155,1048,244.3,
19890307,839664161,8.51,43469.02157,1048,244.3,
19890564,839663319,8.51,43469.0216,1048,244.3,
19890821,839662530,9.07,43469.02162,1048,244.3,
19890910,839661961,11.29,43469.02164,1048,244.3,
19890910,839661961,11.29,43469.02167,1048,244.3,
19890840,839660925,12.77,43469.02169,1048,244.3,
19890689,839659815,15.37,43469.02171,1048,244.3,
19890454,839658851,17.59,43469.02174,1048,244.3,
19890454,839658851,17.59,43469.02176,1048,244.3,
19890054,839657874,20,43469.02178,1048,244.3,
19889499,839656178,21.85,43469.02181,1048,244.3,
19889259,839655594,22.4,43469.02183,1048,244.3,
19888698,839654320,22.96,43469.02185,3978,244.3,
19887732,839652545,22.96,43469.02187,3978,244.3,
19887006,839651353,24.26,43469.0219,3978,244.3,
19885472,839648885,25.55,43469.02192,3978,244.3,
19884259,839647117,24.63,43469.02194,3978,244.3,
19884259,839647117,24.63,43469.02197,3978,244.3,
19883772,839646551,24.81,43469.02199,3978,244.3,
19881749,839643738,24.26,43469.02201,3978,244.3,
19880771,839642882,21.48,43469.02204,3978,244.3,
19879957,839642206,17.96,43469.02206,3978,244.3,
19879957,839642206,17.96,43469.02208,3978,244.3,
19878566,839641450,19.63,43469.02211,3978,244.3,
19878566,839641450,19.63,43469.02213,3978,244.3,
19877500,839641142,20,43469.02215,3978,244.3,
19875774,839640930,19.81,43469.02218,3978,244.3,
19874705,839640886,18.52,43469.0222,3978,244.3,
19873717,839640853,16.85,43469.02222,3978,244.3,
19872483,839640827,11.48,43469.02225,3978,244.3,
19871825,839640766,11.66,43469.02227,3978,244.3,
19871825,839640766,11.66,43469.02229,3978,244.3,
19870180,839640725,12.22,43469.02231,3978,244.3,
19869522,839640653,12.96,43469.02234,3978,244.3,
19869522,839640653,12.96,43469.02236,3978,244.3,
19869110,839640712,12.96,43469.02238,3978,244.3,
19868368,839640755,13.33,43469.02241,3978,244.3,
19867297,839640869,12.77,43469.02243,3978,244.3,
19866556,839640871,12.96,43469.02245,3978,244.3,
19865403,839640909,12.4,43469.02248,3978,244.3,
19865074,839640916,12.4,43469.0225,3978,244.3,
19865074,839640916,12.4,43469.02252,3978,244.3,
19862602,839641129,12.4,43469.02255,3978,244.3,
19863344,839641043,12.59,43469.02257,3978,244.3,
19861942,839641205,12.4,43469.02259,3978,244.3,
19861613,839641243,11.66,43469.02262,3978,244.3,
19860541,839641378,12.03,43469.02264,3978,244.3,
19859718,839641400,12.03,43469.02266,3978,244.3,
19859718,839641400,12.03,43469.02269,4830,244.3,
19859058,839641476,11.66,43469.02271,4830,244.3,
19858070,839641548,11.48,43469.02273,4830,244.3,
19857740,839641544,11.48,43469.02275,4830,244.3,
19857164,839641527,11.66,43469.02278,4830,244.3,
19856260,839641442,11.11,43469.0228,4830,244.3,
19856260,839641442,11.11,43469.02282,4830,244.3,
19855192,839641313,10,43469.02285,4830,244.3,
19854287,839641228,11.29,43469.02287,4830,244.3,
19854287,839641228,11.29,43469.02289,4830,244.3,
19853957,839641266,11.48,43469.02292,4830,244.3,
19853381,839641259,11.48,43469.02294,4830,244.3,
19851652,839641354,11.29,43469.02296,4830,244.3,
19850992,839641462,11.66,43469.02299,4830,244.3,
19850415,839641476,11.66,43469.02301,4830,244.3,
19850415,839641476,11.66,43469.02303,4830,244.3,
19849840,839641448,11.29,43469.02306,4830,244.3,
19849263,839641462,11.11,43469.02308,4830,244.3,
19848358,839641483,11.29,43469.0231,4830,244.3,
19847781,839641528,11.11,43469.02312,4830,244.3,
19847451,839641545,11.29,43469.02315,4830,244.3,
19846546,839641566,11.29,43469.02317,4830,244.3,
19845887,839641611,11.11,43469.02319,4830,244.3,
19845228,839641613,11.48,43469.02322,4830,244.3,
19844323,839641623,11.66,43469.02324,4830,244.3,
19843911,839641618,11.66,43469.02326,4830,244.3,
19843253,839641610,12.03,43469.02329,4830,244.3,
19843253,839641610,12.03,43469.02331,4830,244.3,
19842183,839641597,12.03,43469.02333,4830,244.3,
19841195,839641617,11.85,43469.02336,4830,244.3,
19840124,839641646,12.03,43469.02338,4830,244.3,
19839383,839641711,11.85,43469.0234,4830,244.3,
19838394,839641794,11.66,43469.02343,4830,244.3,
19838394,839641794,11.66,43469.02345,4830,244.3,
19838065,839641800,11.66,43469.02347,4830,244.3,
19837406,839641813,10.92,43469.0235,4830,244.3,
19836418,839641833,11.29,43469.02352,4830,244.3,
19836089,839641850,11.66,43469.02354,4830,244.3,
19834936,839641878,11.85,43469.02356,4830,244.3,
19834195,839641911,11.85,43469.02359,4830,244.3,
19833289,839641932,7.77,43469.02361,4830,244.3,
19833042,839641929,7.77,43469.02363,4830,244.3,
19833042,839641929,7.77,43469.02366,4830,244.3,
19832548,839641944,7.96,43469.02368,4830,244.3,
19831807,839641945,8.14,43469.0237,4830,244.3,
19831312,839642013,7.96,43469.02373,4830,244.3,
19830818,839642092,7.77,43469.02375,4830,244.3,
19829831,839641964,8.88,43469.02377,4830,244.3,
19829831,839641964,8.88,43469.0238,4830,244.3,
19829019,839641130,13.33,43469.02382,4830,244.3,
19829199,839639854,16.66,43469.02384,4830,244.3,
19829199,839639854,16.66,43469.02387,4830,244.3,
19829865,839639197,16.29,43469.02389,4830,244.3,
19830279,839638991,16.48,43469.02391,4830,244.3,
19831762,839638893,17.22,43469.02394,4830,244.3,
19832750,839638884,18.89,43469.02396,4830,244.3,
19832750,839638884,18.89,43469.02398,4830,244.3,
19834563,839638716,21.11,43469.024,4830,244.3,
19836376,839638516,22.22,43469.02403,4830,244.3,
19838354,839638340,24.44,43469.02405,4830,244.3,
19839673,839638208,23.33,43469.02407,4830,244.3,
19839673,839638208,23.33,43469.0241,4830,244.3,
19842145,839637922,22.96,43469.02412,4830,244.3,
19842145,839637922,22.96,43469.02414,4830,244.3,
19843464,839637758,24.44,43469.02417,4830,244.3,
19844785,839637479,24.26,43469.02419,4830,244.3,
19846847,839637092,23.89,43469.02421,4830,244.3,
19847507,839636973,23.7,43469.02424,4830,244.3,
19848744,839636767,23.15,43469.02426,4830,244.3,
19850641,839636473,21.85,43469.02428,4830,244.3,
19851796,839636266,20.37,43469.02431,4830,244.3,
19852869,839636046,17.96,43469.02433,4830,244.3,
19853859,839635837,17.22,43469.02435,4830,244.3,
19854849,839635638,16.29,43469.02437,4830,244.3,
19854849,839635638,16.29,43469.0244,4830,244.3,
19856252,839635348,15.74,43469.02442,4830,244.3,
19857407,839635109,12.77,43469.02444,4830,244.3,
19858314,839634983,10.55,43469.02447,4830,244.3,
19858812,839634662,10.74,43469.02449,4830,244.3,
19859068,839633968,6.11,43469.02451,4830,244.3,
19859070,839633809,5.74,43469.02454,4830,244.3,
19859070,839633809,5.74,43469.02456,4830,244.3,
19858990,839633608,6.29,43469.02458,4830,244.3,
19858748,839633182,6.85,43469.02461,4830,244.3,
19858422,839632936,5.74,43469.02463,4830,244.3,
19858341,839632850,4.63,43469.02465,4830,244.3,
19858343,839632681,0.37,43469.02468,4830,244.3,
19858343,839632681,0.37,43469.0247,4830,244.3,
19858343,839632681,0.37,43469.02472,4830,244.3,
19858342,839632766,3.88,43469.02475,4830,244.3,
19858256,839633050,5.74,43469.02477,4830,244.3,
19858166,839633619,6.85,43469.02479,4830,244.3,
19858164,839633788,6.29,43469.02481,4830,244.3,
19858244,839634021,4.25,43469.02484,4830,244.3,
19858410,839633907,5.37,43469.02486,4830,244.3,
19858410,839633907,5.37,43469.02488,4830,244.3,
19858740,839633848,4.44,43469.02491,4830,244.3,
19859152,839633832,3.7,43469.02493,4830,244.3,
19859234,839633811,0.74,43469.02495,4830,244.3,
19859234,839633811,0.74,43469.02498,4830,244.3,
19859235,839633759,1.48,43469.025,4830,244.3,
19859235,839633727,2.4,43469.02502,4830,244.3,
19859400,839633750,2.4,43469.02505,4830,244.3,
19859400,839633750,2.4,43469.02507,4830,244.3,
19859481,839633783,1.66,43469.02509,4830,244.3,
19859481,839633783,1.66,43469.02512,4830,244.3,
19859481,839633783,1.66,43469.02514,4830,244.3,
19859482,839633762,0.37,43469.02516,4830,244.3,
19859482,839633751,0.37,43469.02519,4830,244.3,
19859483,839633688,0.18,43469.02521,4830,244.3,
19859483,839633646,0.18,43469.02523,4830,244.3,
19859483,839633646,0.37,43469.02525,4830,244.3,
19859483,839633646,0,43469.02528,4830,244.3,
19859483,839633646,0,43469.0253,4830,244.3,
19859565,839633647,0.18,43469.02532,4830,244.3,
19859565,839633668,0.37,43469.02535,4830,244.3,
19859565,839633689,0,43469.02537,-1,244.3,
19859564,839633731,0,43469.02539,-1,244.3,
19859647,839633732,0.18,43469.02542,-1,244.3,
19859647,839633732,0.18,43469.02544,-1,244.3,
19859647,839633700,0.37,43469.02546,-1,244.3,
19859647,839633732,0,43469.02549,-1,244.3,
19859646,839633753,0,43469.02551,-1,244.3,
19859646,839633753,0,43469.02553,-1,244.3,
19859729,839633765,1.66,43469.02556,-1,244.3,
19859728,839633786,2.77,43469.02558,-1,244.3,
19859728,839633786,2.77,43469.0256,-1,244.3,
19859481,839633814,3.7,43469.02562,-1,244.3,
19859316,839633834,2.59,43469.02565,-1,244.3,
19859316,839633855,1.29,43469.02567,-1,244.3,
19859315,839633939,1.48,43469.02569,-1,244.3,
19859232,839633980,2.4,43469.02572,-1,244.3,
19859232,839633980,2.4,43469.02574,-1,244.3,
19859232,839634001,2.77,43469.02576,-1,244.3,
19859150,839634000,3.7,43469.02579,-1,0,
19858573,839633993,7.22,43469.02581,-1,0,
19858079,839634072,7.96,43469.02583,-1,0,
19857255,839634136,7.96,43469.02586,-1,0,
19857090,839634176,7.4,43469.02588,-1,0,
19856595,839634212,8.33,43469.0259,-1,0,
19855772,839634255,10.55,43469.02593,-1,0,
19855772,839634255,10.55,43469.02595,4830,0,
