ycor,velocidad,timecreac,tramosid,tonelaje,tonhora
839691200,3296,43469.02009,4032,2443,7320
839691200,3296,43469.02012,4032,2443,7320
839690962,3241,43469.02014,4032,2443,7320
839690962,3241,43469.02016,4032,2443,7320
839690657,3241,43469.02019,4033,2443,7320
839689698,3148,43469.02021,4033,2443,7320
839687852,2944,43469.02023,4033,2443,7320
839686492,2778,43469.02025,4033,2443,7320
839685180,2389,43469.02028,4033,2443,7320
839684041,2055,43469.0203,4033,2443,7320
839684041,2055,43469.02032,4033,2443,7320
839682861,1370,43469.02035,4033,2443,7320
839682419,870,43469.02037,4033,2443,7320
839682198,592,43469.02039,4033,2443,7320
839681610,759,43469.02042,4033,2443,7320
839681188,814,43469.02044,1047,2443,7320
839680819,833,43469.02046,1047,2443,7320
839680819,833,43469.02049,1047,2443,7320
839680492,833,43469.02051,1047,2443,7320
839679859,851,43469.02053,1047,2443,7320
839679406,833,43469.02056,1047,2443,7320
839679184,851,43469.02058,1047,2443,7320
839678520,814,43469.0206,1047,2443,7320
839678057,796,43469.02062,1047,2443,7320
839677635,777,43469.02065,1047,2443,7320
839677034,796,43469.02067,1047,2443,7320
839676592,759,43469.02069,1047,2443,7320
839676592,759,43469.02072,1047,2443,7320
839676371,777,43469.02074,1047,2443,7320
839675676,759,43469.02076,1047,2443,7320
839675148,759,43469.02079,1047,2443,7320
839674610,777,43469.02081,1047,2443,7320
839673892,759,43469.02083,1047,2443,7320
839673712,777,43469.02086,1047,2443,7320
839673302,777,43469.02088,1047,2443,7320
839672945,740,43469.0209,1047,2443,7320
839672451,759,43469.02093,1047,2443,7320
839672126,759,43469.02095,1048,2443,7320
839671959,740,43469.02097,1048,2443,7320
839671468,759,43469.021,1048,2443,7320
839671133,759,43469.02102,1048,2443,7320
839670809,777,43469.02104,1048,2443,7320
839670339,759,43469.02106,1048,2443,7320
839670339,759,43469.02109,1048,2443,7320
839670026,759,43469.02111,1048,2443,7320
839669829,740,43469.02113,1048,2443,7320
839669757,740,43469.02116,1048,2443,7320
839669384,759,43469.02118,1048,2443,7320
839669061,777,43469.0212,1048,2443,7320
839668833,796,43469.02123,1048,2443,7320
839668491,814,43469.02125,1048,2443,7320
839668254,833,43469.02127,1048,2443,7320
839667973,851,43469.0213,1048,2443,7320
839667806,870,43469.02132,1048,2443,7320
839667232,851,43469.02134,1048,2443,7320
839666845,851,43469.02137,1048,2443,7320
839666406,833,43469.02139,1048,2443,7320
839666105,851,43469.02141,1048,2443,7320
839665625,833,43469.02144,1048,2443,7320
839665291,870,43469.02146,1048,2443,7320
839665291,870,43469.02148,1048,2443,7320
839664967,851,43469.0215,1048,2443,7320
839664800,888,43469.02153,1048,2443,7320
839664161,851,43469.02155,1048,2443,7320
839664161,851,43469.02157,1048,2443,7320
839663319,851,43469.0216,1048,2443,7320
839662530,907,43469.02162,1048,2443,7320
839661961,1129,43469.02164,1048,2443,7320
839661961,1129,43469.02167,1048,2443,7320
839660925,1277,43469.02169,1048,2443,7320
839659815,1537,43469.02171,1048,2443,7320
839658851,1759,43469.02174,1048,2443,7320
839658851,1759,43469.02176,1048,2443,7320
839657874,2000,43469.02178,1048,2443,7320
839656178,2185,43469.02181,1048,2443,7320
839655594,2240,43469.02183,1048,2443,7320
839654320,2296,43469.02185,3978,2443,7320
839652545,2296,43469.02187,3978,2443,7320
839651353,2426,43469.0219,3978,2443,7320
839648885,2555,43469.02192,3978,2443,7320
839647117,2463,43469.02194,3978,2443,7320
839647117,2463,43469.02197,3978,2443,7320
839646551,2481,43469.02199,3978,2443,7320
839643738,2426,43469.02201,3978,2443,7320
839642882,2148,43469.02204,3978,2443,7320
839642206,1796,43469.02206,3978,2443,7320
null,null,43469.02208,null,null,7320
839641450,1963,43469.02211,3978,2443,7320
839641450,1963,43469.02213,3978,2443,7320
839641142,2000,43469.02215,3978,2443,7320
839640930,1981,43469.02218,3978,2443,7320
839640886,1852,43469.0222,3978,2443,7320
839640853,1685,43469.02222,3978,2443,7320
839640827,1148,43469.02225,3978,2443,7320
839640766,1166,43469.02227,3978,2443,7320
839640766,1166,43469.02229,3978,2443,7320
839640725,1222,43469.02231,3978,2443,7320
839640653,1296,43469.02234,3978,2443,7320
839640653,1296,43469.02236,3978,2443,7320
839640712,1296,43469.02238,3978,2443,7320
839640755,1333,43469.02241,3978,2443,7320
839640869,1277,43469.02243,3978,2443,7320
839640871,1296,43469.02245,3978,2443,7320
839640909,1240,43469.02248,3978,2443,7320
839640916,1240,43469.0225,3978,2443,7320
839640916,1240,43469.02252,3978,2443,7320
839641129,1240,43469.02255,3978,2443,7320
839641043,1259,43469.02257,3978,2443,7320
839641205,1240,43469.02259,3978,2443,7320
839641243,1166,43469.02262,3978,2443,7320
839641378,1203,43469.02264,3978,2443,7320
839641400,1203,43469.02266,3978,2443,7320
839641400,1203,43469.02269,4830,2443,7320
839641476,1166,43469.02271,4830,2443,7320
839641548,1148,43469.02273,4830,2443,7320
839641544,1148,43469.02275,4830,2443,7320
839641527,1166,43469.02278,4830,2443,7320
839641442,1111,43469.0228,4830,2443,7320
839641442,1111,43469.02282,4830,2443,7320
839641313,1000,43469.02285,4830,2443,7320
839641228,1129,43469.02287,4830,2443,7320
null,null,43469.02289,null,null,7320
839641266,1148,43469.02292,4830,2443,7320
839641259,1148,43469.02294,4830,2443,7320
839641354,1129,43469.02296,4830,2443,7320
839641462,1166,43469.02299,4830,2443,7320
839641476,1166,43469.02301,4830,2443,7320
839641476,1166,43469.02303,4830,2443,7320
839641448,1129,43469.02306,4830,2443,7320
839641462,1111,43469.02308,4830,2443,7320
839641483,1129,43469.0231,4830,2443,7320
839641528,1111,43469.02312,4830,2443,7320
839641545,1129,43469.02315,4830,2443,7320
839641566,1129,43469.02317,4830,2443,7320
839641611,1111,43469.02319,4830,2443,7320
839641613,1148,43469.02322,4830,2443,7320
839641623,1166,43469.02324,4830,2443,7320
839641618,1166,43469.02326,4830,2443,7320
839641610,1203,43469.02329,4830,2443,7320
839641610,1203,43469.02331,4830,2443,7320
839641597,1203,43469.02333,4830,2443,7320
839641617,1185,43469.02336,4830,2443,7320
839641646,1203,43469.02338,4830,2443,7320
839641711,1185,43469.0234,4830,2443,7320
839641794,1166,43469.02343,4830,2443,7320
839641794,1166,43469.02345,4830,2443,7320
839641800,1166,43469.02347,4830,2443,7320
839641813,1092,43469.0235,4830,2443,7320
839641833,1129,43469.02352,4830,2443,7320
839641850,1166,43469.02354,4830,2443,7320
839641878,1185,43469.02356,4830,2443,7320
839641911,1185,43469.02359,4830,2443,7320
839641932,777,43469.02361,4830,2443,7320
839641929,777,43469.02363,4830,2443,7320
839641929,777,43469.02366,4830,2443,7320
839641944,796,43469.02368,4830,2443,7320
839641945,814,43469.0237,4830,2443,7320
839642013,796,43469.02373,4830,2443,7320
839642092,777,43469.02375,4830,2443,7320
839641964,888,43469.02377,4830,2443,7320
839641964,888,43469.0238,4830,2443,7320
839641130,1333,43469.02382,4830,2443,7320
839639854,1666,43469.02384,4830,2443,7320
839639854,1666,43469.02387,4830,2443,7320
839639197,1629,43469.02389,4830,2443,7320
839638991,1648,43469.02391,4830,2443,7320
839638893,1722,43469.02394,4830,2443,7320
839638884,1889,43469.02396,4830,2443,7320
839638884,1889,43469.02398,4830,2443,7320
839638716,2111,43469.024,4830,2443,7320
839638516,2222,43469.02403,4830,2443,7320
839638340,2444,43469.02405,4830,2443,7320
839638208,2333,43469.02407,4830,2443,7320
839638208,2333,43469.0241,4830,2443,7320
839637922,2296,43469.02412,4830,2443,7320
839637922,2296,43469.02414,4830,2443,7320
839637758,2444,43469.02417,4830,2443,7320
839637479,2426,43469.02419,4830,2443,7320
839637092,2389,43469.02421,4830,2443,7320
839636973,2370,43469.02424,4830,2443,7320
839636767,2315,43469.02426,4830,2443,7320
839636473,2185,43469.02428,4830,2443,7320
839636266,2037,43469.02431,4830,2443,7320
839636046,1796,43469.02433,4830,2443,7320
839635837,1722,43469.02435,4830,2443,7320
839635638,1629,43469.02437,4830,2443,7320
839635638,1629,43469.0244,4830,2443,7320
839635348,1574,43469.02442,4830,2443,7320
839635109,1277,43469.02444,4830,2443,7320
839634983,1055,43469.02447,4830,2443,7320
839634662,1074,43469.02449,4830,2443,7320
839633968,611,43469.02451,4830,2443,7320
839633809,574,43469.02454,4830,2443,7320
839633809,574,43469.02456,4830,2443,7320
839633608,629,43469.02458,4830,2443,7320
839633182,685,43469.02461,4830,2443,7320
839632936,574,43469.02463,4830,2443,7320
839632850,463,43469.02465,4830,2443,7320
839632681,37,43469.02468,4830,2443,7320
839632681,37,43469.0247,4830,2443,7320
839632681,37,43469.02472,4830,2443,7320
839632766,388,43469.02475,4830,2443,7320
839633050,574,43469.02477,4830,2443,7320
839633619,685,43469.02479,4830,2443,7320
839633788,629,43469.02481,4830,2443,7320
839634021,425,43469.02484,4830,2443,7320
839633907,537,43469.02486,4830,2443,7320
839633907,537,43469.02488,4830,2443,7320
839633848,444,43469.02491,4830,2443,7320
839633832,370,43469.02493,4830,2443,7320
839633811,74,43469.02495,4830,2443,7320
839633811,74,43469.02498,4830,2443,7320
839633759,148,43469.025,4830,2443,7320
839633727,240,43469.02502,4830,2443,7320
839633750,240,43469.02505,4830,2443,7320
839633750,240,43469.02507,4830,2443,7320
839633783,166,43469.02509,4830,2443,7320
839633783,166,43469.02512,4830,2443,7320
839633783,166,43469.02514,4830,2443,7320
839633762,37,43469.02516,4830,2443,7320
839633751,37,43469.02519,4830,2443,7320
839633688,18,43469.02521,4830,2443,7320
839633646,18,43469.02523,4830,2443,7320
839633646,37,43469.02525,4830,2443,7320
839633646,0,43469.02528,4830,2443,7320
839633646,0,43469.0253,4830,2443,7320
839633647,18,43469.02532,4830,2443,7320
839633668,37,43469.02535,4830,2443,7320
839633689,0,43469.02537,-1,2443,7320
839633731,0,43469.02539,-1,2443,7320
839633732,18,43469.02542,-1,2443,7320
839633732,18,43469.02544,-1,2443,7320
839633700,37,43469.02546,-1,2443,7320
839633732,0,43469.02549,-1,2443,7320
839633753,0,43469.02551,-1,2443,7320
839633753,0,43469.02553,-1,2443,7320
839633765,166,43469.02556,-1,2443,7320
839633786,277,43469.02558,-1,2443,7320
839633786,277,43469.0256,-1,2443,7320
839633814,370,43469.02562,-1,2443,7320
839633834,259,43469.02565,-1,2443,7320
839633855,129,43469.02567,-1,2443,7320
839633939,148,43469.02569,-1,2443,7320
839633980,240,43469.02572,-1,2443,7320
839633980,240,43469.02574,-1,2443,7320
839634001,277,43469.02576,-1,2443,7320
839634000,370,43469.02579,-1,0,7320
839633993,722,43469.02581,-1,0,7320
839634072,796,43469.02583,-1,0,7320
839634136,796,43469.02586,-1,0,7320
839634176,740,43469.02588,-1,0,7320
839634212,833,43469.0259,-1,0,7320
839634255,1055,43469.02593,-1,0,7320
839634255,1055,43469.02595,4830,0,7320
839634321,1277,43469.02597,4830,0,7320
839634321,1277,43469.026,4830,0,7320
839634396,1648,43469.02602,4830,0,7320
839634409,1907,43469.02604,4830,0,7320
839634423,2000,43469.02606,4830,0,7320
839634494,2148,43469.02609,4830,0,7320
839634661,2148,43469.02611,4830,0,7320
839634745,2592,43469.02613,4830,0,7320
839634813,2500,43469.02616,4830,0,7320
839634813,2500,43469.02618,4830,0,7320
839634904,2463,43469.0262,4830,0,7320
839634970,2370,43469.02623,4830,0,7320
null,null,43469.02625,null,null,7320
839635154,2352,43469.02627,4830,0,7320
839635458,2463,43469.0263,4830,0,7320
839635780,2537,43469.02632,4830,0,7320
839635909,2555,43469.02634,4830,0,7320
839636412,2518,43469.02637,4830,0,7320
839636723,2481,43469.02639,4830,0,7320
839637145,2203,43469.02641,4830,0,7320
839637286,2185,43469.02644,4830,0,7320
839638682,2000,43469.02646,4830,0,7320
839638682,2000,43469.02648,4830,0,7320
839639068,1870,43469.0265,4830,0,7320
839641221,1740,43469.02653,4830,0,7320
839641221,1740,43469.02655,4830,0,7320
839642183,1740,43469.02657,4830,0,7320
839643044,1537,43469.0266,4830,0,7320
839643044,1537,43469.02662,4830,0,7320
839643917,1926,43469.02664,4830,0,7320
839643893,2166,43469.02667,4830,0,7320
839643769,2148,43469.02669,4830,0,7320
839643677,2222,43469.02671,4830,0,7320
839643677,2222,43469.02674,4830,0,7320
839643545,2796,43469.02676,4830,0,7320
839643492,2907,43469.02678,4830,0,7320
839643394,2315,43469.02681,4830,0,7320
839643415,2092,43469.02683,4830,0,7320
839643422,2129,43469.02685,4830,0,7320
839643496,2037,43469.02687,4830,0,7320
839643510,1852,43469.0269,4830,0,7320
839643528,1574,43469.02692,4830,0,7320
839643512,1407,43469.02694,4830,0,7320
839643445,814,43469.02697,4830,0,7320
839643451,629,43469.02699,4830,0,7320
839643451,629,43469.02701,4830,0,7320
839643497,425,43469.02704,4830,0,7320
839643498,277,43469.02706,4830,0,7320
839643497,148,43469.02708,4830,0,7320
839643497,129,43469.02711,4830,0,7320
839643508,0,43469.02713,4830,0,7320
839643530,203,43469.02715,4830,0,7320
839643510,407,43469.02718,4830,0,7320
839643483,518,43469.0272,4830,0,7320
839643455,518,43469.02722,4830,0,7320
839643436,518,43469.02725,4830,0,7320
839643358,537,43469.02727,4830,0,7320
839643330,537,43469.02729,4830,0,7320
839643263,796,43469.02731,4830,0,7320
839643266,926,43469.02734,4830,0,7320
839643295,1444,43469.02736,4830,0,7320
839643231,2277,43469.02738,4830,0,7320
839643079,2907,43469.02741,4830,0,7320
839642879,3148,43469.02743,4830,0,7320
839642731,3259,43469.02745,4830,0,7320
839642731,3259,43469.02748,4830,0,7320
839642542,3148,43469.0275,4830,0,7320
839642405,3092,43469.02752,4830,0,7320
839642234,2963,43469.02755,3978,0,7320
839642117,3055,43469.02757,3978,0,7320
839642021,3055,43469.02759,3978,0,7320
839642021,3055,43469.02762,3978,0,7320
839641841,3000,43469.02764,3978,0,7320
839641841,3000,43469.02766,3978,0,7320
839641892,2963,43469.02769,3978,0,7320
839641901,3000,43469.02771,3978,0,7320
839641994,2944,43469.02773,3978,0,7320
839642425,2759,43469.02775,3978,0,7320
839644260,2796,43469.02778,3978,0,7320
839644260,2796,43469.0278,3978,0,7320
839645487,2889,43469.02782,3978,0,7320
839645487,2889,43469.02785,3978,0,7320
839646798,2907,43469.02787,3978,0,7320
839648675,2963,43469.02789,3978,0,7320
839649347,2981,43469.02792,3978,0,7320
839650709,2907,43469.02794,3978,0,7320
839650709,2907,43469.02796,3978,0,7320
839654249,2759,43469.02799,3978,0,7320
839655756,2796,43469.02801,1048,0,7320
839657270,2778,43469.02803,1048,0,7320
839657270,2778,43469.02806,1048,0,7320
839660240,2778,43469.02808,1048,0,7320
839662319,2889,43469.0281,1048,0,7320
839663487,3166,43469.02812,1048,0,7320
839664049,3241,43469.02815,1048,0,7320
839665725,3111,43469.02817,1048,0,7320
839666967,3074,43469.02819,1048,0,7320
839666967,3074,43469.02822,1048,0,7320
839668349,3129,43469.02824,1048,0,7320
839670657,3166,43469.02826,1048,0,7320
839671476,3166,43469.02829,1048,0,7320
839673138,3148,43469.02831,1047,0,7320
839675687,3129,43469.02833,1047,0,7320
839677385,3129,43469.02836,1047,0,7320
839679116,3111,43469.02838,1047,0,7320
839681735,3092,43469.0284,1047,0,7320
839681735,3092,43469.02843,1047,0,7320
839682590,3074,43469.02845,1047,0,7320
839685951,2944,43469.02847,1047,0,7320
839688231,2889,43469.0285,1047,0,7320
839688231,2889,43469.02852,1047,0,7320
839690370,2981,43469.02854,1047,0,7320
839690370,2981,43469.02856,1047,0,7320
839692148,3315,43469.02859,1047,0,7320
839692867,3389,43469.02861,4033,0,7320
839692867,3389,43469.02863,4033,0,7320
839693018,3166,43469.02866,4033,0,7320
839692943,3018,43469.02868,4033,0,7320
839692901,2944,43469.0287,4033,0,7320
839692901,2944,43469.02873,4033,0,7320
839692910,2852,43469.02875,4033,0,7320
839693106,2444,43469.02877,4033,0,7320
839693480,2166,43469.0288,4033,0,7320
839693840,1259,43469.02882,4033,0,7320
839694047,703,43469.02884,4033,0,7320
839694125,277,43469.02887,4032,0,7320
839694190,574,43469.02889,4032,0,7320
null,null,43469.02891,null,null,7320
839694256,592,43469.02894,4032,0,7320
839694612,981,43469.02896,4032,0,7320
839695713,1537,43469.02898,4032,0,7320
839695713,1537,43469.029,4032,0,7320
839698390,2666,43469.02903,4032,0,7320
839698390,2666,43469.02905,4032,0,7320
839699886,2944,43469.02907,4032,0,7320
839700673,3037,43469.0291,4032,0,7320
839703273,3592,43469.02912,4032,0,7320
839705110,3629,43469.02914,4031,0,7320
839707044,3759,43469.02917,4031,0,7320
839709953,3778,43469.02919,4031,0,7320
839710961,3796,43469.02921,4031,0,7320
839712978,3852,43469.02924,4031,0,7320
839712978,3852,43469.02926,4031,0,7320
839716127,4037,43469.02928,4031,0,7320
839718310,4333,43469.02931,4031,0,7320
839720629,4481,43469.02933,4031,0,7320
839723086,4555,43469.02935,4031,0,7320
839725510,4574,43469.02937,4030,0,7320
839727914,4518,43469.0294,4030,0,7320
839731522,4630,43469.02942,4030,0,7320
839733726,4592,43469.02944,4030,0,7320
839733726,4592,43469.02947,4030,0,7320
839736828,4722,43469.02949,4030,0,7320
839737681,4667,43469.02951,4030,0,7320
839737681,4667,43469.02954,4030,0,7320
839738324,4555,43469.02956,4030,0,7320
839738924,4500,43469.02958,4030,0,7320
839739581,4444,43469.02961,2967,0,7320
839740198,4370,43469.02963,2967,0,7320
839740386,4370,43469.02965,2967,0,7320
839740448,4352,43469.02968,2967,0,7320
839740448,4352,43469.0297,2967,0,7320
839740453,4426,43469.02972,2967,0,7320
839740517,4648,43469.02975,2967,0,7320
839740517,4648,43469.02977,2967,0,7320
839740539,4907,43469.02979,2967,0,7320
839740823,5130,43469.02981,2967,0,7320
839741079,5167,43469.02984,2967,0,7320
839741336,5241,43469.02986,2968,0,7320
839741646,5222,43469.02988,2968,0,7320
839741646,5222,43469.02991,2968,0,7320
839741935,5259,43469.02993,2968,0,7320
839742427,5352,43469.02995,2968,0,7320
839742474,5407,43469.02998,2968,0,7320
839742474,5407,43469.03,2968,0,7320
839742529,5574,43469.03002,2968,0,7320
839742330,5389,43469.03005,2968,0,7320
839742330,5389,43469.03007,3022,0,7320
839742228,5407,43469.03009,3022,0,7320
839742200,5444,43469.03012,3022,0,7320
839741794,5296,43469.03014,3022,0,7320
839741794,5296,43469.03016,3022,0,7320
839741585,5055,43469.03019,3022,0,7320
839741324,5018,43469.03021,3022,0,7320
839741224,5055,43469.03023,3022,0,7320
839740968,5018,43469.03025,3022,0,7320
839740796,5055,43469.03028,3022,0,7320
839740757,5111,43469.0303,3022,0,7320
839740757,5111,43469.03032,3022,0,7320
839740665,5148,43469.03035,3022,0,7320
839740488,5074,43469.03037,3022,0,7320
839740564,4907,43469.03039,3022,0,7320
839741112,4685,43469.03042,3022,0,7320
839743853,4111,43469.03044,21,0,7320
839745455,3852,43469.03046,21,0,7320
839747667,3444,43469.03049,21,0,7320
839747667,3444,43469.03051,21,0,7320
839749078,3333,43469.03053,21,0,7320
839750257,3296,43469.03056,21,0,7320
839750814,3278,43469.03058,21,0,7320
839752142,3203,43469.0306,21,0,7320
839752849,3185,43469.03062,21,0,7320
839753460,3185,43469.03065,21,0,7320
839754104,3166,43469.03067,21,0,7320
839754377,3111,43469.03069,22,0,7320
839754715,3074,43469.03072,22,0,7320
839755020,3018,43469.03074,22,0,7320
839755188,3037,43469.03076,22,0,7320
839755714,2889,43469.03079,22,0,7320
839756051,2907,43469.03081,22,0,7320
839756365,2870,43469.03083,22,0,7320
839756836,2870,43469.03086,22,0,7320
839757130,2852,43469.03088,22,0,7320
839757130,2852,43469.0309,22,0,7320
839757369,2666,43469.03093,22,0,7320
839757608,2611,43469.03095,23,0,7320
839757723,2666,43469.03097,23,0,7320
839758172,2740,43469.031,23,0,7320
839758706,2815,43469.03102,23,0,7320
839758894,2833,43469.03104,23,0,7320
839759314,2889,43469.03106,23,0,7320
839759798,2907,43469.03109,23,0,7320
839760795,2907,43469.03111,23,0,7320
839761668,2870,43469.03113,23,0,7320
839762718,2815,43469.03116,23,0,7320
839763914,2778,43469.03118,86,0,7320
839763914,2778,43469.0312,86,0,7320
839765223,2722,43469.03123,86,0,7320
839767334,2778,43469.03125,86,0,7320
839768754,2722,43469.03127,86,0,7320
839770288,2740,43469.0313,86,0,7320
839771823,2740,43469.03132,86,0,7320
839772563,2740,43469.03134,86,0,7320
839774796,2722,43469.03137,86,0,7320
839776372,2778,43469.03139,86,0,7320
839777887,2852,43469.03141,86,0,7320
839780217,2870,43469.03144,86,0,7320
839780217,2870,43469.03146,86,0,7320
839781742,2889,43469.03148,86,0,7320
839784146,2907,43469.0315,25,0,7320
839786571,2889,43469.03153,25,0,7320
839788127,2852,43469.03155,25,0,7320
839789651,2833,43469.03157,25,0,7320
839789651,2833,43469.0316,25,0,7320
839793538,2852,43469.03162,25,0,7320
839793538,2852,43469.03164,25,0,7320
839795043,2815,43469.03167,25,0,7320
839796600,2833,43469.03169,25,0,7320
839797395,2833,43469.03171,25,0,7320
839799703,2870,43469.03174,25,0,7320
839801303,2889,43469.03176,2003,0,7320
839802891,2870,43469.03178,2003,0,7320
839805264,2870,43469.03181,2003,0,7320
839806800,2889,43469.03183,2003,0,7320
839807562,2870,43469.03185,2003,0,7320
839807562,2870,43469.03187,2003,0,7320
839809861,2889,43469.0319,2003,0,7320
839811314,2907,43469.03192,2003,0,7320
839813946,2963,43469.03194,2003,0,7320
839815280,2889,43469.03197,2003,0,7320
839815280,2889,43469.03199,2003,0,7320
839815922,2944,43469.03201,2003,0,7320
839816281,3000,43469.03204,2003,0,7320
839816543,3037,43469.03206,2003,0,7320
839816554,2963,43469.03208,2003,0,7320
839816668,3018,43469.03211,2003,0,7320
839816709,3018,43469.03213,2003,0,7320
839816697,3018,43469.03215,2004,0,7320
839816601,2981,43469.03218,2004,0,7320
839816452,2963,43469.0322,2004,0,7320
839816471,2963,43469.03222,2004,0,7320
839816471,2963,43469.03225,2004,0,7320
839816543,2926,43469.03227,2004,0,7320
839816690,2870,43469.03229,2004,0,7320
839817276,2833,43469.03231,2004,0,7320
839817653,2815,43469.03234,2004,0,7320
839817884,2555,43469.03236,2004,0,7320
839817884,2555,43469.03238,2004,0,7320
839818428,2555,43469.03241,2004,0,7320
839819024,2537,43469.03243,2004,0,7320
839820009,2629,43469.03245,2004,0,7320
839820826,2685,43469.03248,2004,0,7320
839820826,2685,43469.0325,2004,0,7320
839821760,2722,43469.03252,2004,0,7320
839824391,2740,43469.03255,582,0,7320
839825575,2796,43469.03257,582,0,7320
839826183,2778,43469.03259,582,0,7320
839827418,2796,43469.03262,582,0,7320
839829501,2815,43469.03264,582,0,7320
839829501,2815,43469.03266,582,0,7320
839830871,2796,43469.03269,582,0,7320
839832442,2815,43469.03271,582,0,7320
839834667,2833,43469.03273,582,0,7320
839837006,2889,43469.03275,582,0,7320
839838583,2889,43469.03278,582,0,7320
839838583,2889,43469.0328,582,0,7320
839840922,2889,43469.03282,582,0,7320
839842561,2889,43469.03285,582,0,7320
839845026,2926,43469.03287,582,0,7320
839845026,2926,43469.03289,582,0,7320
839846634,2907,43469.03292,582,0,7320
839847406,2926,43469.03294,582,0,7320
839848981,2889,43469.03296,582,0,7320
839851301,2833,43469.03299,582,0,7320
839854881,3185,43469.03301,582,0,7320
839854881,3185,43469.03303,235,0,7320
839855591,3352,43469.03306,235,0,7320
839857021,3648,43469.03308,235,0,7320
839858504,3815,43469.0331,235,0,7320
839860576,3815,43469.03312,235,0,7320
839862617,3685,43469.03315,235,0,7320
839862617,3685,43469.03317,235,0,7320
839864658,3666,43469.03319,235,0,7320
839865897,3592,43469.03322,235,0,7320
839865897,3592,43469.03324,235,0,7320
839867940,3518,43469.03326,235,0,7320
839869924,3037,43469.03329,235,0,7320
839871637,2444,43469.03331,388,0,7320
839871637,2444,43469.03333,388,0,7320
839872663,1889,43469.03336,388,0,7320
839873051,1555,43469.03338,388,0,7320
839873919,1055,43469.0334,388,0,7320
839874411,1074,43469.03343,388,0,7320
839875289,1592,43469.03345,388,0,7320
839876084,2074,43469.03347,388,0,7320
839876555,2222,43469.0335,388,0,7320
839877678,2463,43469.03352,387,0,7320
839879793,2759,43469.03354,387,0,7320
839881325,2889,43469.03356,387,0,7320
839882851,2944,43469.03359,387,0,7320
839884380,2981,43469.03361,38,0,7320
839885815,3018,43469.03363,38,0,7320
839887263,3074,43469.03366,38,0,7320
839889352,3203,43469.03368,38,0,7320
839889352,3203,43469.0337,38,0,7320
839890749,3222,43469.03373,38,0,7320
839891370,3241,43469.03375,38,0,7320
839893253,3259,43469.03377,38,0,7320
839894368,3185,43469.0338,38,0,7320
839895778,3074,43469.03382,38,0,7320
839896146,2963,43469.03384,2693,0,7320
839896892,2926,43469.03387,2693,0,7320
839897880,2592,43469.03389,2693,0,7320
839898455,2611,43469.03391,2693,0,7320
839899053,2648,43469.03394,2693,0,7320
839899713,2722,43469.03396,2693,0,7320
839900437,2852,43469.03398,2693,0,7320
839901728,2722,43469.034,2693,0,7320
839902180,2796,43469.03403,2693,0,7320
839902180,2796,43469.03405,2693,0,7320
839903259,2870,43469.03407,2693,0,7320
839905415,2889,43469.0341,4260,0,7320
839907006,3055,43469.03412,4260,0,7320
839908712,3203,43469.03414,4260,0,7320
839910416,3055,43469.03417,4260,0,7320
839912118,3055,43469.03419,4260,0,7320
839913773,2963,43469.03421,4260,0,7320
839915780,2352,43469.03424,4260,0,7320
839916827,2296,43469.03426,4260,0,7320
839918300,2333,43469.03428,4260,0,7320
839919616,1722,43469.03431,4260,0,7320
839920326,1759,43469.03433,4260,0,7320
839921123,1852,43469.03435,4260,0,7320
839921123,1852,43469.03437,4260,0,7320
839922045,1963,43469.0344,4260,0,7320
839923630,2277,43469.03442,4260,0,7320
839923630,2277,43469.03444,4260,0,7320
839924977,3000,43469.03447,4260,0,7320
839926642,3074,43469.03449,4833,0,7320
839928381,3241,43469.03451,4833,0,7320
839930140,3203,43469.03454,4833,0,7320
839931865,3166,43469.03456,4833,0,7320
839933453,2981,43469.03458,4833,0,7320
839935647,2759,43469.03461,4833,0,7320
839937043,2944,43469.03463,4833,0,7320
839938417,2722,43469.03465,4833,0,7320
839939760,2666,43469.03468,4833,0,7320
839940933,2444,43469.0347,-1,0,7320
839941873,2185,43469.03472,-1,0,7320
839942578,2129,43469.03475,-1,0,7320
839942578,2129,43469.03477,-1,0,7320
839943180,1870,43469.03479,-1,0,7320
839943905,1518,43469.03481,-1,0,7320
839944416,1185,43469.03484,-1,0,7320
839945027,1148,43469.03486,-1,0,7320
839945693,1074,43469.03488,-1,0,7320
839945693,1074,43469.03491,-1,0,7320
839946192,777,43469.03493,-1,0,7320
839946308,0,43469.03495,-1,0,7320
839946373,74,43469.03498,-1,0,7320
839946394,314,43469.035,-1,0,7320
839946141,611,43469.03502,-1,0,7320
839945730,703,43469.03505,-1,0,7320
839945400,796,43469.03507,-1,0,7320
839945028,722,43469.03509,-1,0,7320
839944581,537,43469.03512,-1,0,7320
839944390,407,43469.03514,-1,0,7320
839944369,55,43469.03516,-1,0,7320
839944369,111,43469.03519,-1,0,7320
839944390,18,43469.03521,-1,0,7320
839944421,18,43469.03523,-1,0,7320
839944475,0,43469.03525,-1,0,7320
839944527,0,43469.03528,-1,0,7320
839944527,0,43469.0353,-1,0,7320
839944527,0,43469.03532,-1,0,7320
839944539,0,43469.03535,-1,0,7320
839944539,0,43469.03537,-1,0,7320
839944539,18,43469.03539,-1,0,7320
839944539,0,43469.03542,-1,0,7320
839944539,0,43469.03544,-1,0,7320
839944528,55,43469.03546,-1,0,7320
839944528,0,43469.03549,-1,0,7320
839944528,0,43469.03551,-1,0,7320
839944539,0,43469.03553,-1,0,7320
