Fecha,Turno,Area,Actividad,Origen,Destino,Volquete,Placa,Capacidad,PesoViaje,Contrata,EquipoCarguio,# Pases,Capacidad Exc,TipoEquipoCarguio,Material,CicloVolquete,Tarifa,Monto,CCosto,ToneladaSeca,HorasHorometros,VelocidadPromedio
24/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_14CED,TOT-825,24,37.392,TRANSPORTES E INVERSIONES CEDAR S.R.L.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,209.2,1403,288.830764,10,12.699
24/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_15CED,T0X-841,24,37.392,TRANSPORTES E INVERSIONES CEDAR S.R.L.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,261.5,1403,361.038456,10.3,14.235
24/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1503MA,TOH-896,24,37.392,TRANSPORTES LA MAMITA,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.311536,8.11,13.005
24/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1504MA,TOH-914,24,37.392,TRANSPORTES LA MAMITA,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,104.6,1403,144.415382,9.73,12.788
24/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1508MA,TOC-919,24,37.392,TRANSPORTES LA MAMITA,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,183.05,1403,252.726919,10.35,13.435
24/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1515MA,,24,37.392,TRANSPORTES LA MAMITA,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.311536,10.1,13.357
24/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_603TRA,T0H-903,24,37.392,TRANSPORTES TRA S.A.C.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.311536,10.09,14.015
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_255COR,TAA-860,24,37.392,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,275,1403,396.142813,7.51,14.342
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_256COR,TAA-863,24,37.392,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,75,1403,108.038949,10.58,13.653
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_257COR,TAA-933,24,37.392,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,150,1403,216.077898,10.83,13.754
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_258COR,TAA-943,24,37.392,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,350,1403,504.181762,10.24,13.563
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_407RAP,,24,37.392,CONTRATA DE TRANSPORTES RAPESA S.A.C.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,300,1403,432.155796,8.8,
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_408RAP,,24,37.392,CONTRATA DE TRANSPORTES RAPESA S.A.C.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,225,1403,324.116847,8.2,14.651
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_409RAP,,24,37.392,CONTRATA DE TRANSPORTES RAPESA S.A.C.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,375,1403,540.194745,10.7,14.471
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1002ECO,T0L-825,24,37.392,ECOSM SHIRACMACA,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,75,1403,108.038949,10.94,14.062
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_928SS,T0Q-915,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,225,1403,324.116847,10.77,13.782
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_929SS,T0Q-913,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,250,1403,360.12983,10.71,13.628
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_931SS,T0Q-878,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,275,1403,396.142813,10.31,14.145
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_932SS,T0Q-863,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,200,1403,288.103864,10.52,14.614
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_933SS,T0Q-864,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,200,1403,288.103864,9.14,15.298
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_934SS,T0Q-861,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,250,1403,360.12983,9.57,15.602
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_935SS,T0Q-877,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,50,1403,72.025966,6.92,15.231
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_936SS,T0Q-927,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,100,1403,144.051932,7.39,14.813
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_938SS,T0Q-912,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,150,1403,216.077898,8.31,14.268
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_939SS,T0Q-879,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,225,1403,324.116847,7.28,15.319
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_940SS,T0Q-911,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,175,1403,252.090881,8.25,14.363
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_941SS,T0Q-923,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,250,1403,360.12983,11.38,14.742
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_945SS,T0Q-922,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,250,1403,360.12983,10.41,14.138
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_528CJ,T0D-826,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,450,1403,648.233694,10.79,15.783
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_529CJ,T0D-841,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,425,1403,612.220711,10.86,15.019
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_530CJ,T0D-843,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,50,1403,72.025966,4.25,14.978
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_530CJ,T0D-843,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,75,1403,108.038949,4.25,14.978
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_531CJ,T0N-885,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,375,1403,540.194745,10.55,13.772
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_532CJ,T0R-905,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,450,1403,648.233694,10.92,14.597
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_533CJ,T0S-939,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,425,1403,612.220711,10.75,14.594
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_534CJ,T0T-920,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,450,1403,648.233694,10.84,14.38
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_536CJ,T0T-838,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,400,1403,576.207728,9.73,14.388
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_537CJ,T0T-914,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,450,1403,648.233694,10.74,14.198
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_538CJ,TAB-852,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,450,1403,648.233694,10.77,14.626
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_539CJ,TAA-935,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,450,1403,648.233694,0,14.237
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_15CED,T0X-841,24,37.392,TRANSPORTES E INVERSIONES CEDAR S.R.L.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,425,1403,612.220711,10.22,14.818
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1501MA,TOH-887,24,37.392,TRANSPORTES LA MAMITA,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,100,1403,144.051932,10.97,13.611
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1503MA,TOH-896,24,37.392,TRANSPORTES LA MAMITA,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,75,1403,108.038949,10.88,13.979
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1504MA,TOH-914,24,37.392,TRANSPORTES LA MAMITA,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,225,1403,324.116847,10.78,13.579
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1508MA,TOC-919,24,37.392,TRANSPORTES LA MAMITA,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,100,1403,144.051932,5.41,13.726
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1509MA,T0C-923,24,37.392,TRANSPORTES LA MAMITA,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,75,1403,108.038949,10.25,13.957
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1513MA,,24,37.392,TRANSPORTES LA MAMITA,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,175,1403,252.090881,3.94,14.492
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1514MA,,24,37.392,TRANSPORTES LA MAMITA,750DL_01CED,5,5.16,Excavadora Producción,Mineral,30,50,125,1403,180.064915,10.66,13.875
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1514MA,,24,37.392,TRANSPORTES LA MAMITA,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,100,1403,144.051932,10.66,13.875
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1516MA,,24,37.392,TRANSPORTES LA MAMITA,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,100,1403,144.051932,10.8,13.774
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1517MA,,24,37.392,TRANSPORTES LA MAMITA,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,100,1403,144.051932,11.11,14.307
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1518MA,,24,37.392,TRANSPORTES LA MAMITA,390FL_01SS,4,6,Excavadora Producción,Mineral,30,50,200,1403,288.103864,10.43,14.319
25/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1518MA,,24,37.392,TRANSPORTES LA MAMITA,349DL_04SS,8,3.2,Excavadora Producción,Mineral,30,50,100,1403,144.051932,10.43,14.319
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_408RAP,,24,37.392,CONTRATA DE TRANSPORTES RAPESA S.A.C.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,104.6,1403,144.051932,3.6,13.83
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_409RAP,,24,37.392,CONTRATA DE TRANSPORTES RAPESA S.A.C.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.038949,4.9,13.855
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1002ECO,T0L-825,24,37.392,ECOSM SHIRACMACA,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,26.15,1403,36.012983,10.58,13.212
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_928SS,T0Q-915,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,26.15,1403,36.012983,10.02,13.37
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_929SS,T0Q-913,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,52.3,1403,72.025966,10.02,13.225
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_930SS,T0Q-884,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,26.15,1403,36.012983,10.68,13.124
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_931SS,T0Q-878,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,52.3,1403,72.025966,9.45,14.254
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_932SS,T0Q-863,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,26.15,1403,36.012983,10.62,13.604
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_933SS,T0Q-864,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,52.3,1403,72.025966,10.57,13.562
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_934SS,T0Q-861,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,52.3,1403,72.025966,10.12,14.311
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_935SS,T0Q-877,24,37.392,SERVI-SAP S.R.L.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,104.6,1403,144.051932,7.72,14.33
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_936SS,T0Q-927,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.038949,7.9,13.766
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_937SS,T0Q-916,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,52.3,1403,72.025966,5.01,14.263
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_945SS,T0Q-922,24,37.392,SERVI-SAP S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.038949,10.49,14.624
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_528CJ,T0D-826,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,235.35,1403,324.116847,10.04,13.896
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_529CJ,T0D-841,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,287.65,1403,396.142813,10.1,14.195
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_530CJ,T0D-843,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,235.35,1403,324.116847,9.95,13.545
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_531CJ,T0N-885,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,235.35,1403,324.116847,10.26,13.312
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_532CJ,T0R-905,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,235.35,1403,324.116847,10.09,13.313
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_533CJ,T0S-939,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,183.05,1403,252.090881,10.05,13.817
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_534CJ,T0T-920,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,261.5,1403,360.12983,10.22,13.641
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_535CJ,T0T-889,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,235.35,1403,324.116847,10.24,13.123
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_536CJ,T0T-838,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,261.5,1403,360.12983,10.04,14.5
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_537CJ,T0T-914,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,209.2,1403,288.103864,10.09,13.655
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_538CJ,TAB-852,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,183.05,1403,252.090881,10.07,14.152
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_539CJ,TAA-935,24,37.392,TRANSPORTES CORAZON DE JESUS SAC,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,235.35,1403,324.116847,9.43,13.424
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_13CED,TOU-907,24,37.392,TRANSPORTES E INVERSIONES CEDAR S.R.L.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,183.05,1403,252.090881,10.12,12.335
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_14CED,TOT-825,24,37.392,TRANSPORTES E INVERSIONES CEDAR S.R.L.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,209.2,1403,288.103864,9.49,12.019
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_602TRA,TOH-867,24,37.392,TRANSPORTES TRA S.A.C.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,52.3,1403,72.025966,11.09,15.353
25/01/2021,Noche,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_603TRA,T0H-903,24,37.392,TRANSPORTES TRA S.A.C.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,26.15,1403,36.012983,11.04,14.846
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_232COR,,20,31.16,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,374DL_03MAC,4,5,Excavadora Producción,Mineral,31.38,46,24.058,1403,30.159452,9,12.344
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_233COR,,20,31.16,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,349DL_04SS,6,3.2,Excavadora Producción,Mineral,31.38,46,48.116,1403,60.318904,10,13.527
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_233COR,,20,31.16,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,374DL_03MAC,4,5,Excavadora Producción,Mineral,31.38,46,72.174,1403,90.478357,10,13.527
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_236COR,,20,31.16,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,374DL_03MAC,4,5,Excavadora Producción,Mineral,31.38,46,72.174,1403,90.478357,11,12.662
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_237COR,,20,31.16,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,374DL_03MAC,4,5,Excavadora Producción,Mineral,31.38,46,96.232,1403,120.637809,5,12.103
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_253COR,TAA-846,24,37.392,COMPAÑÍA COMERCIALIZADORA Y REPRESENTACIONES S.A.,374DL_03MAC,5,5,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.574028,9.52,13.499
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1102TOR,AZD-768,20,31.16,CONSORCIO TORINOS S.A.,349DL_04SS,6,3.2,Excavadora Producción,Mineral,31.38,46,24.058,1403,30.159452,10.6,13.752
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1102TOR,AZD-768,20,31.16,CONSORCIO TORINOS S.A.,374DL_03MAC,4,5,Excavadora Producción,Mineral,31.38,46,146.0546,1403,150.797262,10.6,13.752
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1117TOR,CCS003,24,37.392,CONSORCIO TORINOS S.A.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,130.75,1403,180.956714,9.62,14.647
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_407RAP,,24,37.392,CONTRATA DE TRANSPORTES RAPESA S.A.C.,349DL_04SS,8,3.2,Excavadora Producción,Mineral,31.38,50,26.15,1403,36.191342,11,13.427
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_407RAP,,24,37.392,CONTRATA DE TRANSPORTES RAPESA S.A.C.,374DL_03MAC,5,5,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.574028,11,13.427
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1306PSC,T0R-944,24,37.392,CORPORACIÓN E INVERSIONES PISCIS,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.574028,9.45,17.308
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1307PSC,T0R-911,24,37.392,CORPORACIÓN E INVERSIONES PISCIS,374DL_03MAC,5,5,Excavadora Producción,Mineral,31.38,50,104.6,1403,144.765371,3.01,15.422
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1208GAL,T8T-882,20,31.16,INVERSIONISTAS & CONSTRUCTORES GALILEO S.A.C.,349DL_04SS,6,3.2,Excavadora Producción,Mineral,31.38,46,24.058,1403,30.159452,10,
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1208GAL,T8T-882,20,31.16,INVERSIONISTAS & CONSTRUCTORES GALILEO S.A.C.,374DL_03MAC,4,5,Excavadora Producción,Mineral,31.38,46,72.174,1403,90.478357,10,
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_1210GAL,T0Q-917,24,37.392,INVERSIONISTAS & CONSTRUCTORES GALILEO S.A.C.,374DL_03MAC,5,5,Excavadora Producción,Mineral,31.38,50,52.3,1403,72.382685,10.78,14.322
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_137SAG,T9M-827,20,31.16,M.J.B. TRANSPORTES SAGITARIO S.A.C.,349DL_04SS,6,3.2,Excavadora Producción,Mineral,31.38,46,24.058,1403,30.159452,9.39,13.194
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_137SAG,T9M-827,20,31.16,M.J.B. TRANSPORTES SAGITARIO S.A.C.,374DL_03MAC,4,5,Excavadora Producción,Mineral,31.38,46,48.116,1403,60.318904,9.39,13.194
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_141SAG,T0B-822,24,37.392,M.J.B. TRANSPORTES SAGITARIO S.A.C.,349DL_04SS,8,3.2,Excavadora Producción,Mineral,31.38,50,26.15,1403,36.191342,10.84,13.281
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_141SAG,T0B-822,24,37.392,M.J.B. TRANSPORTES SAGITARIO S.A.C.,374DL_03MAC,5,5,Excavadora Producción,Mineral,31.38,50,104.6,1403,144.765371,10.84,13.281
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_142SAG,T0B-823,24,37.392,M.J.B. TRANSPORTES SAGITARIO S.A.C.,750DL_01CED,5,5.16,Excavadora Producción,Mineral,31.38,50,52.3,1403,72.382685,6.03,13.426
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_142SAG,T0B-823,24,37.392,M.J.B. TRANSPORTES SAGITARIO S.A.C.,349DL_04SS,8,3.2,Excavadora Producción,Mineral,31.38,50,52.3,1403,72.382685,6.03,13.426
26/01/2021,Día,Mina,Acarreo,Banco 3316 ,Celda C-508 ,V_144SAG,T0B-843,24,37.392,M.J.B. TRANSPORTES SAGITARIO S.A.C.,390FL_01SS,4,6,Excavadora Producción,Mineral,31.38,50,78.45,1403,108.574028,10.54,13.345
