Capacidad,PesoViaje,# Pases,Capacidad Exc,CicloVolquete,Tarifa,Monto,CCosto,ToneladaSeca,HorasHorometros,VelocidadPromedio
24,37.392,,6.2,31.38,50,26.15,1403,36.187977,10.03,14.559
24,37.392,4,6,31.38,50,26.15,1403,36.187977,9.49,13.73
24,37.392,5,5,31.38,50,104.6,1403,144.75191,10.08,15.346
24,37.392,,6.2,31.38,50,26.15,1403,36.187977,9.46,14.06
24,37.392,5,5,31.38,50,26.15,1403,36.187977,10.1,14.041
24,37.392,,6.2,31.38,50,26.15,1403,36.187977,10.1,14.041
24,37.392,,6.2,31.38,50,26.15,1403,36.187977,9.28,14.08
24,37.392,5,5,31.38,50,26.15,1403,36.187977,9.44,14.135
24,37.392,5,5,31.38,50,104.6,1403,144.75191,10.24,14.06
24,37.392,,6.2,31.38,50,52.3,1403,72.375955,10.24,14.06
24,37.392,5,5,31.38,50,52.3,1403,72.375955,7.84,13.314
24,37.392,5,5,31.38,50,26.15,1403,36.187977,10.12,13.256
